Date,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume,Dividends,Stock Splits,Ticker,Capital Gains
2009-02-17 00:00:00-05:00,14.99492466096144,15.469178237916605,14.856378217404044,15.245372772216797,21584922,0.0,0.0,MRK,
2009-02-18 00:00:00-05:00,15.298659881398367,15.346617281510746,14.920323244650938,15.261358261108398,15041210,0.0,0.0,MRK,
2009-02-19 00:00:00-05:00,15.415882385996387,15.453183986648472,15.165434411703865,15.20273494720459,10332651,0.0,0.0,MRK,
2009-02-20 00:00:00-05:00,14.973607063293459,15.197411421361139,14.808418005534962,14.973607063293457,18552639,0.0,0.0,MRK,
2009-02-23 00:00:00-05:00,14.717829394618585,15.128138608943212,14.717829394618585,14.856374740600586,18829730,0.0,0.0,MRK,
2009-02-24 00:00:00-05:00,14.872356949652985,15.218720738826134,14.675195302482733,15.20273494720459,18588586,0.0,0.0,MRK,
2009-02-25 00:00:00-05:00,15.021562506308797,15.16010889576899,14.771114492844053,14.872359275817871,22865054,0.0,0.0,MRK,
2009-02-26 00:00:00-05:00,15.010903990653125,15.010903990653125,13.870565593634025,13.875894546508789,20846816,0.0,0.0,MRK,
2009-02-27 00:00:00-05:00,13.572159192387435,13.73734927602428,12.879430466236734,12.895416259765625,34071738,0.0,0.0,MRK,
2009-03-02 00:00:00-05:00,12.692927185263386,12.95936099312518,12.47977971291334,12.490436553955078,17418808,0.0,0.0,MRK,
2009-03-03 00:00:00-05:00,12.618326603795435,12.842130926078125,12.181373735543577,12.282618522644043,18975402,0.0,0.0,MRK,
2009-03-04 00:00:00-05:00,12.575188412884142,12.74856352943605,12.158001661947502,12.553516387939453,22605674,0.362595,0.0,MRK,
2009-03-05 00:00:00-05:00,12.244692140778833,12.401814636803955,11.881686974076404,11.995464324951172,21628205,0.0,0.0,MRK,
2009-03-06 00:00:00-05:00,12.109240345420691,12.428902469274862,11.94128240883697,12.320542335510254,18906130,0.0,0.0,MRK,
2009-03-09 00:00:00-04:00,10.917285536895378,12.190517614939324,10.863105978449804,11.372398376464844,88189724,0.0,0.0,MRK,
2009-03-10 00:00:00-04:00,11.719147383979484,12.087571949443813,11.58911518440384,12.027974128723145,36396411,0.0,0.0,MRK,
2009-03-11 00:00:00-04:00,11.995464058042302,12.315126238493432,11.811252339530181,11.887104988098145,29498685,0.0,0.0,MRK,
2009-03-12 00:00:00-04:00,11.843760544526596,13.051974857153324,11.735399312069271,13.0194673538208,40235864,0.0,0.0,MRK,
2009-03-13 00:00:00-04:00,13.144082608860906,15.007876288402919,13.144082608860906,14.666542053222656,60001249,0.0,0.0,MRK,
2009-03-16 00:00:00-04:00,14.617780737462963,14.867009665891041,14.151832555584337,14.200594902038574,34252203,0.0,0.0,MRK,
2009-03-17 00:00:00-04:00,14.092234167137784,14.433568412579762,13.978455724321798,14.417313575744629,23637326,0.0,0.0,MRK,
2009-03-18 00:00:00-04:00,14.24935423869936,14.899514027734265,14.15724784440881,14.606942176818848,22185531,0.0,0.0,MRK,
2009-03-19 00:00:00-04:00,14.644866669725253,14.70446555667822,13.913436023720037,14.108484268188477,25223683,0.0,0.0,MRK,
2009-03-20 00:00:00-04:00,14.422724274118398,14.736969125680309,14.254766379148455,14.47690486907959,26895977,0.0,0.0,MRK,
2009-03-23 00:00:00-04:00,14.736968736991123,15.15957260131836,14.503994784015713,15.15957260131836,20397014,0.0,0.0,MRK,
2009-03-24 00:00:00-04:00,14.959113000817052,15.235431102177092,14.904932386351112,15.034964561462402,15464917,0.0,0.0,MRK,
2009-03-25 00:00:00-04:00,15.148745985821737,15.181253494535147,14.525675294091853,14.899517059326172,18255950,0.0,0.0,MRK,
2009-03-26 00:00:00-04:00,15.045801650514486,15.067473680467373,14.671958863075712,14.942858695983887,16516061,0.0,0.0,MRK,
2009-03-27 00:00:00-04:00,14.5906923521202,14.964534141889969,14.520257967943802,14.715306282043457,17048340,0.0,0.0,MRK,
2009-03-30 00:00:00-04:00,14.50941670784589,14.574432791480143,14.162664261796541,14.38480281829834,15245256,0.0,0.0,MRK,
2009-03-31 00:00:00-04:00,14.525675515738426,14.671961473192981,14.368552999876698,14.49316692352295,22948370,0.0,0.0,MRK,
2009-04-01 00:00:00-04:00,14.352295831527044,14.753227820114578,13.95136275993373,14.62319564819336,18880244,0.0,0.0,MRK,
2009-04-02 00:00:00-04:00,14.74239465099648,14.953697791164624,14.325208815831799,14.628617286682129,18833608,0.0,0.0,MRK,
2009-04-03 00:00:00-04:00,14.628611336683287,14.796569258266352,14.135573042839972,14.336039543151855,16227232,0.0,0.0,MRK,
2009-04-06 00:00:00-04:00,14.238518493794537,14.921186906824255,14.238518493794537,14.449820518493652,13312430,0.0,0.0,MRK,
2009-04-07 00:00:00-04:00,14.379384904896614,14.395638655465552,14.092231340490917,14.233098983764648,13959779,0.0,0.0,MRK,
2009-04-08 00:00:00-04:00,14.292696273446104,14.49857997894287,14.200589892194875,14.498579978942871,11073168,0.0,0.0,MRK,
2009-04-09 00:00:00-04:00,14.769481981633062,14.87242384984901,14.130157660075266,14.249354362487793,15819979,0.0,0.0,MRK,
2009-04-13 00:00:00-04:00,14.151833604966534,14.368553957493289,14.016384196891893,14.113907814025879,11654494,0.0,0.0,MRK,
2009-04-14 00:00:00-04:00,14.038050782840756,14.184336704545032,13.853839081991996,13.913436889648438,13162042,0.0,0.0,MRK,
2009-04-15 00:00:00-04:00,13.88093102497435,14.298116810762302,13.832168684321818,14.222265243530273,16521406,0.0,0.0,MRK,
